RXNAME
DIVALPROEX
DIVALPROEX SODIUM TAB DELAYED RELEASE
DOCUSATE CAL
DOCUSATE CALCIUM CAP 240 MG
DOCUSATE SOD
DOCUSATE SODIUM
DOCUSATE SODIUM CAP
DOCUSATE SODIUM CAP 100 MG
DOK
DONEPEZIL
DOPAMINERGIC ANTIPARKINSONISM AGENTS
DORZOL/TIMOL
DORZOLAMIDE
DORZOLAMIDE/TIMOLOL
DOTTI
DOXAZOSIN
DOXYCYC MONO
DOXYCYCL HYC
DOXYCYCLINE
DOXYCYCLINE HYC 100 MG TABS
DROSPIR/ETHI
DROSPIRENONE
DUEXIS
DULAGLUTIDE
DULAGLUTIDE PEN-INJECTOR
DULAGLUTIDE SOLN PEN-INJECTOR
DULCOLAX
DULERA
DULOXETINE
DULOXETINE DR
EC-NAPROXEN
ED A-HIST
EFFEXOR XR
ELINEST
ELIQUIS
ELIQUIS 2.5 MG TABLETS
ELIQUIS 5 MG TAB
ELIQUIS ST P
ELIQUIS TAB
ELURYNG
EMPAGLIFLOZIN
ENALAPRIL
ENBRACE HR
ENDOCET
ENSKYCE
ENSURE CLEAR
ENSURE PLUS
ENSURE PLUS LIQUID CHOCOL
ENTRESTO
ENTRUST UNDERWEAR
ENULOSE
EPIDUO FORTE
EPINASTINE
EPINEPHRINE
ERGOCALCIFER
ERGOCALCIFEROL 50000 UNIT
ERGOCALCIFEROL CAP 50000 UNIT
ERYTHROMYCIN
ESCITALOPRAM
ESCITALOPRAM OXALATE
ESCITALOPRAM OXALATE TAB
ESOMEPRA MAG
ESTARYLLA
ESTRAD VAL
ESTRADIOL
ESTRADIOL 0.1 MG/DAY PATCH
ESTRADIOL 0.2MG/G
ESTRADIOL 01. MG/DAY PATCH
ESTRADIOL 8 MG
ESTRING
ESTRIOL 0.25% VAGINAL CREAM
ESTRIOL 8MG
ESTROGENS
ETODOLAC
ETONOGESTREL
EUTHYROX
EVAMIST
EYE ITCH REL
EZETIMIBE
EZETIMIBE TAB
FALMINA
FAMOTIDINE
FAMOTIDINE TAB
FAMOTIDINE TAB 10 MG
FARXIGA
FASTCLIX
FEMRING
FENOFIBRATE
FENOFIBRATE CAP
FENOFIBRATE MICRONIZED CAP
FENOFIBRATE NANOCRYSTALLIZED TAB
FEROCON
FEROSUL
FERROUS SULF
FERROUS SULFATE (65 MG IRON)
FERROUS SULFATE TAB
FERROUS SULFATE TAB 325 MG (65 MG ELEMENTAL FE)
FEXOFEN/PSE
FEXOFENADINE
FIASP
FIASP FLEX
FIBER-LAX
FINACEA
FINASTERIDE
FIRST GENERATION CEPHALOSPORINS
FISH OIL
FLECAINIDE
FLOMAX
FLONASE SENS
FLORASTOR
FLOVENT DISK
FLOVENT HFA
FLUCONAZOLE
FLUNISOLIDE
FLUOCIN ACET
FLUOCINONIDE
FLUORIDE
FLUOROURACIL
FLUOROURACIL 5% SALICYLIC ACID 30%
FLUOXETINE
FLUOXETINE HCL
FLUOXETINE HCL CAP
FLURBIPROFEN
FLUTIC/SALME
FLUTICASONE
FLUTICASONE PROPIONATE
FLUTICASONE PROPIONATE NASAL
FLUTICASONE PROPIONATE NASAL SUSP 50 MCG/ACT
FLUTICASONE PROPIONATE/SALMETEROL
FLUTICASONE-UMECLIDINIUM-VILANTER
FLUTICASONE-UMECLIDINIUM-VILANTEROL
FLUTICASONE-UMECLIDINIUM-VILANTEROL AEPB
FOCALIN XR
FOLBEE
FOLBIC
FOLIC ACID
FOLIC ACID TAB
FOLTANX
FORFIVO XL
FOSAMAX
FREESTY LIBR
FREESTYLE
FREESTYLE MIS LANCETS
FREESTYLE TES LITE
FUNCTIONAL BOWEL DISORDER AGENTS
FUROSEMIDE
FUROSEMIDE TAB
FUSION PLUS
GABAPENTIN
GABAPENTIN CAP
GASTROINTESTINAL AGENTS
GAVILAX
GAVILYTE-C
GAVILYTE-G
GEMFIBROZIL
GENERLAC
GENITOURINARY TRACT AGENTS
GENTAMICIN
GENTEAL TEAR
GENTIAN VIOL
GERI-KOT
GERI-LANTA
GG/CODEINE
GLIMEPIRIDE
GLIMEPIRIDE TAB
GLIPIZIDE
GLIPIZIDE ER
GLIPIZIDE TAB
GLIPIZIDE XL
GLIPIZIDE XL TAB
GLUCOCARD
GLUCOCORTICOIDS
GLUCOSE
GLUMETZA
GLYBURIDE
GOLYTELY
GRALISE
GROUP I ANTIARRHYTHMICS
GROUP II ANTIARRHYTHMICS
GROUP III ANTIARRHYTHMICS
GUAIATUSS AC
GUAIFENESIN
GUAIFENESIN LIQUID 100 MG/5ML
GUANFACINE
H-TES 5/MG/ML
H-TES 5MG/ML
H2 ANTAGONISTS
HAILEY
HC BUTYRATE
HC/ALOE
HEARTBURN
HEATHER
HI POT MV/
HIBICLENS
HIGH POTENCY
HMG-COA REDUCTASE INHIBITORS (STATINS)
HORIZANT
HORMONES/HORMONE MODIFIERS
HUMALOG
HUMALOG JR
HUMALOG KWIK
HUMIRA
HUMIRA PEN
HUMULIN
HUMULIN 70/30
HYCODAN
HYD POL/CPM
HYDRALAZINE
HYDRALAZINE HCL TAB
HYDROCHLORO
HYDROCHLOROT
HYDROCHLOROTHIAZIDE
HYDROCHLOROTHIAZIDE TAB
HYDROCO/APAP
HYDROCOD/HOM
HYDROCODONE-ACETAMINOPHEN
HYDROCODONE-ACETAMINOPHEN TAB
HYDROCODONE/ACET
HYDROCODONE/APAP
HYDROCORT
HYDROCORT AC
HYDROCORTISO
HYDROCORTISONE ALOE
HYDROMET
HYDROMORPHON
HYDROPHILIC OINTMENT
HYDROQUINONE
HYDROXYCHLOR
HYDROXYCHLOROQUINE
HYDROXYCHLOROQUINE SULFATE
HYDROXYXINE PAM 25 MG CAP
HYDROXYZ HCL
HYDROXYZ PAM
HYDROXYZINE HCL
HYDROXYZINE HYDROCHLORIDE 25 MG
HYOSCYAMINE
HYPERSAL
HYZAAR
IBU
IBU TAB
IBU-200
IBUPROFEN
IBUPROFEN SUSP 100 MG/5ML
ID NOW
IMIQUIMOD
IMMUNOLOGIC AGENTS
IMVEXXY MAIN
INDOMETHACIN
INHALED CORTICOSTEROIDS
INSULIN
INSULIN ASPA
INSULIN LISP
INSULIN SYRG
INTEGRA
INTEGRA PLUS
IODOSORB
IPRATROPIUM
IPRATROPIUM-ALBUTEROL INHAL AEROSOL SOLN
IPRATROPIUM/
IRBESARTAN
IRON
IRON PRODUCTS
ISIBLOOM
ISOSORB MONO
ISOSORB MONO TAB
JAIMIESS
JANTOVEN
JANUMET
JANUMET TAB
JANUMET XR
JANUVIA
JARDIANCE
JENCYCLA
JOLESSA
JORNAY PM
JUNEL 1.5/30
JUNEL 1/20
JUNEL FE
JUNEL FE 24
JUVEN
K 100
K-TAB
KAPSPARGO
KARIVA
KELNOR
KELNOR 1/50
KETOCONAZOLE
KETOPROFEN=10% CYCLOBENAZPRINE
KETOROLAC
KETOTIF FUM
KETOTIFEN FUMARATE OPHTH SOLN 0.025% (BASE EQUIV)
KLOR-CON
KLOR-CON 8
KLOR-CON M20
KURVELO
LABETALOL
LABETALOL HCL
LABETALOL HYDROCHLOR
LACTULOSE
LAMICTAL XR
LAMOTRIGINE
LANCETS
LANSOPRAZOLE
LANTUS
LANTUS SOLOS
LANTUS SOLOSTAR
LANTUS SOLOSTAR INJ
LARIN
LARIN 24
LARIN FE
LARISSIA
LATANOPROST
LATANOPROST OPHTH
LATANOPROST OPHTH SOLN 0.005%
LATANOPROST OPHTHALMIC
LATANOPROST SOL
LATUDA
LESSINA
LETROZOLE
LEVEMIR
LEVETIRACETA
LEVETIRACETAM TAB
LEVOCETIRIZI
LEVOFLOXACIN
LEVONOR/ETHI
LEVOTHYROXIN
LEVOTHYROXINE
LEVOTHYROXINE SODIUM
LEVOTHYROXINE SODIUM TAB
LEVOTHYROXINE/LIOTHYRONINE IR 38/9MCG
LEVOTHYROXINE/LIOTHYRONINE IR 57/13.5MCG
LEVOXYL
LEXAPRO
LIALDA
LIDOCAINE
LIDOCAINE HCL CREAM 4%
LILLOW
LINZESS
LIOTHYRONINE
LIOTHYRONINE (T3) E4M 5MCG
LIPITOR
LISINOP/HCTZ
LISINOPRIL
LISINOPRIL & HYDROCHLOROTHIAZIDE
LISINOPRIL TAB
LO LOESTRIN
LO-ZUMANDIMI
LOOP DIURETICS
LOPERAMIDE
LOPERAMIDE HCL
LORATA-DINE
LORATADINE
LORATADINE & PSEUDOEPHEDRINE TAB ER 24HR 10 240 MG
LORATADINE D
LORATADINE TAB 10 MG
LORAZEPAM
LORYNA
LOSARTAN
LOSARTAN POT
LOSARTAN POTASSIUM
LOSARTAN POTASSIUM TAB
LOSARTAN TAB
LOSARTAN/HCT
LOSARTAN/HCT TAB 50-12.5
LOVASTATIN
LUBRICNT EYE
LUBRISOFT
LUMIGAN
LUTERA
LYLLANA
LYRICA
M-NATAL PLUS
M-PAP
MACROLIDES
MAG CITRATE
MAG OXIDE
MAG-G
MAGNESIUM
MAGNESIUM CITRATE SOLN
MAGNESIUM HYDROXIDE SUSP 400 MG/5ML
MAGNESIUM OXIDE TAB 250 MG
MAGNESIUM-OX
MAPAP
MARLISSA
MATZIM LA
MAXIMUM D3
MAXZIDE-25
MECLIZINE
MECLIZINE HCL
MEDROXYPR AC
MEDROXYPROGESTERONE
MELATONIN
MELATONIN TAB
MELATONIN TAB 10 MG
MELATONIN TABLET DISINTEGRATING 3 MG
MELOXICAM
MEMANTINE
MEMANTINE HC
MESALAMINE
METABOLIC AGENTS
METAMUCIL
METANX
METFORMIN
METFORMIN 24HR
METFORMIN 500MG
METFORMIN ER
METFORMIN HCL
METFORMIN HCL 10%
METFORMIN HCL ER
METFORMIN HCL ER 24HR
METFORMIN HCL TAB
METFORMIN TAB
METFORMIN XR
METHIMAZOLE
METHOCARBAM
METHOCARBAMOL
METHOTREXATE
METHYLPHENID
METHYLPHENIDATE ER HCL
METHYLPRED
METHYLPREDNISOLONE
METHYLPREDNISOLONE ACETATE INJ
METHYPHENID
METOCLOPRAM
METOPROL SUC
METOPROL TAR
METOPROLOL ER SUCCINATE 25 MG
METOPROLOL ER SUCCINATE 25 MG TABS
METOPROLOL SUCCINATE
METOPROLOL SUCCINATE ER 24HR
METOPROLOL SUCCINATE TAB ER 24HR
METOPROLOL SUCINATE ER 24 HR
METOPROLOL TARTRATE
METRONIDAZOL
METRONIDAZOLE
MICARDIS
MICROGESTIN
MICROLET
MILI
MINERIN
MINOCYCLINE
MINTOX
MINTOX REGUL
MIRALAX
MIRTAZAPINE
MISCELLANEOUS AGENTS
MISCELLANEOUS ANTIEMETICS
MISCELLANEOUS ANTIFUNGALS
MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS
MISCELLANEOUS ANTINEOPLASTICS
"MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOT"
MISCELLANEOUS CARDIOVASCULAR AGENTS
MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS
MISCELLANEOUS GI AGENTS
MISCELLANEOUS TOPICAL AGENTS
MITIGARE
MOMETASONE
MONO-LINYAH
MONTELUKAST
MONTELUKAST NA
MONTELUKAST SODIUM
MONTELUKAST TAB
MORPHINE SUL
MOVIPREP
MOXIFLOXACIN
MTOR INHIBITORS
MUCINEX
MUCINEX DM
MUCUS RELIEF
MUCUS-ER
MULTI VITAMIN TAB
MULTI-VIT/
MULTI-VIT/FE
MULTIKINASE INHIBITORS
MULTIVITAMIN
MULTIVITAMIN TAB
MULTIVITAMIN/MINERALS
MULTIVITAMINS
MUPIROCIN
MUSCLE RUB
MYORISAN
MYRBETRIQ
MYTESI
NABUMETONE
NALTREXONE
NALTREXONE (MC/DF) 4.5MG
NALTREXONE 1.5MG
NALTREXONE HCL
NAPRELAN
NAPROXEN
NAPROXEN DR
NAPROXEN SOD
NAPROXEN SODIUM
NARCOTIC ANALGESIC COMBINATIONS
NARCOTIC ANALGESICS
NASCOBAL
NEBIVOLOL
NEO/POLY/HC
NEOMYCIN-POLYMYXIN
NEPHRO-VITE
NEURONTIN
NEXIUM
NEXIUM 24HR
NIACIN
NIACIN ER
NIACIN TR
NIACINAMIDE
NIFEDIPINE
NIKKI
NINJACOF
NITROFUR MAC
NITROFURANTN
NITROFURANTOIN MACROCRYSTALLINE CAP
NITROFURANTOIN MONOHYDRATE MACROCRYSTALLINE CAP
NITROGLYCER
NITROGLYCERN
NITROGLYCRN
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
NORA-BE
NORETH/ETHIN
NORETH/ETHIN FE
NORETHIN ACE
NORETHINDRON
NORETHINDRONE
NORGEST/ETHI
NORTREL
NORTRIPTYLIN
NOVOFINE
NOVOLIN
NOVOLIN 70/30
NOVOLOG
NOVOLOG FLEXPEN
NOVOPEN ECHO
NP THYROID
NU-FIT BRIEF
NU-MAG
NUTRACEUTICAL PRODUCTS
NUTRITIONAL PRODUCTS
NUVARING
NYAMYC
NYSTATIN
NYSTOP
OCELLA
OCUVITE LUTE
OFLOXACIN
OLANZAPINE
OLMESA MEDOX
OLMESARTAN MEDOXOMIL TAB
OLMESARTAN TAB
OLOPATADINE
OMEGA 3
OMEGA 3 ACIDE ETHYL
OMEGA 3 FATTY ACIDS CAP 1000 MG
OMEGA-3-ACID
OMEPRAZOLE
OMEPRAZOLE 20 MG CAPSULES
OMEPRAZOLE CAP
OMEPRAZOLE CAP DELAYED RELEASE
OMEPRAZOLE DELAYED RELEASE
OMEPRAZOLE DELAYED RELEASE TAB 20 MG
OMEPRAZOLE DR
OMEPRAZOLE DR 20 MG CAPSULE
OMEPRAZOLE DR 20 MG CPSULE
OMEPRAZOLE EC
OMEPRAZOLE MAG CAP DR 20.6 MG (20 MG BASE EQUIV)
OMEPRAZOLE TAB
OMNIPOD
ONDANSETRON
ONDANSETRON HCL TAB
ONDANSETRON ODT 4 MG TABLETS
ONDANSETRON TAB
ONE-DAILY
ONETOUCH
ONETOUCH DEL
ONETOUCH US
OPHTHALMIC ANTI-INFECTIVES
OPHTHALMIC ANTI-INFLAMMATORY AGENTS
OPHTHALMIC GLAUCOMA AGENTS
OPHTHALMIC PREPARATIONS
OPHTHALMIC STEROIDS
ORAL ELECTRO
OTIC PREPARATIONS
OTIC STEROIDS WITH ANTI-INFECTIVES
OXCARBAZEPIN
OXTELLAR XR
OXYBUTYNIN
OXYCOD/APAP
OXYCODONE
OXYCODONE /APAP
OXYCODONE E.R.
OXYCODONE HCL TAB
OXYCODONE HCL W/ ACETAMINOPHEN
OXYCODONE W/ ACETAMINOPHEN
OXYCODONE/APAP
OXYCONTIN
OXYMETAZOLINE HCL NASAL SOLN 0.05%
OXYTROL/WOMN
OYST SHELL/D
OZEMPIC
PACERONE
PAIN
PAIN & FEVER
PAIN RELIEF
PAIN RELIEVE
PANTOPRAZOLE
PANTOPRAZOLE SODIUM
PANTOPRAZOLE SODIUM DR
PANTOPRAZOLE TAB
PAROXETIN ER
PAROXETINE
PATADAY
PATIENT COMPLIANCE MONITORING
PEDIA IRON
PEG 3350
PEG-3350
PEG-3350/KCL
PEG/NASUL/C/
PEG3350
PEN NEEDLES
PENICILLINS
PENICILLN VK
PENTASA
PERIOGARD
PERMETHRIN
PHENAZOPYRID
PHENAZOPYRIDINE HCL TAB 97.5 MG
PHENOTHIAZINE ANTIEMETICS
PHENTERMINE
PHENYLEPHRIN
PHILITH
PHOSPHA 250
PILL SPLITTR
PIMTREA
PIOGLITAZONE
PIRMELLA
PIROXICAM
PLATELET AGGREGATION INHIBITORS
PLAVIX
PLENVU
PNV PRENATAL
PODOFILOX
POLY-TUSSIN
POLY-VI-SOL
POLYENES
POLYETH GLYC
POLYSPORIN
PORTIA-28
POT CHLORIDE
POT CL MICRO
POTASSIUM
POTASSIUM CHLORIDE
POTASSIUM CHLORIDE 20 MEQ
POTASSIUM CHLORIDE ER
POTASSIUM CHLORIDE ER 10 MEQ
POTASSIUM CHLORIDE MEQ
PRAMIPEXOLE
PRAVASTATIN
PRAVASTATIN 40 MG TABLETS
PRAVASTATIN SODIUM
PRAZOSIN HCL
PRED SOD PHO
PREDNISOLONE
PREDNISONE
PREDNISONE TAB
PREGABALIN
PRENATAL
PRENATAL PLS
PRENATAL VIT
PREPARATIO H
PREPLUS
PRESERVISION
PREVAIL UNDR
PREVIFEM
PRILOSEC OTC
PRISTIQ
PROAIR HFA
PROAIR HFA AER
PROAIR RESPI
PROBIOTIC
PROCTO-MED
PROCTOZONE
PROGESTERONE
PROGESTERONE E4M 20MG
PROGESTERONE SR 50MG
PROGESTERONE/PREGNENOLON
PROME/POLOX
PROMETH/COD
PROMETHAZINE
PROMETHAZINE 12.5MG/0.1ML PLO
PROMETHAZINE HCL
PROMETHEGAN
PROPRANOLOL
PROPRANOLOL HCL TAB
PRORENAL +D
PROTON PUMP INHIBITORS
PROTONIX
PROVENTIL
PSEUDOEPHEDR
PSEUDOEPHEDRINE HCL TAB 30 MG
PSEUDOEPHEDRINE HCL TAB ER 12HR 120 MG
PSYCHOTHERAPEUTIC AGENTS
PULMICORT
PUMP IN STYL
PYRIDIUM
PYRIDOXINE HCL
QC ALLERGY
QNASL
QUDEXY XR
QUETIAPINE
QUETIAPINE FUMARATE ER 24HR
QVAR REDIHA
QVAR REDIHAL
RAMIPRIL
RAMIPRIL CAP
RANOLAZINE
REFRESH
REFRESH CELL
REFRESH LIQU
REFRESH OPTI
REFRESH TEAR
REGULOID
REMEDY SKIN
RENA-VITE
RENAL
RESPIRATORY AGENTS
RESTASIS
RESTASIS MUL
RETAINE PM
RETIN-A
RHEUMATE
RIBOFLAVIN
RISPERIDONE
RIVAROXABAN
RIZATRIPTAN
RIZATRIPTAN BENZOATE
ROBAFEN
ROBITUSSIN
ROPINIROLE
ROSUVASTATIN
ROSUVASTATIN CALCIUM
RYBELSUS
RYNEX DM
SALICYLIC AC
SALINE MIST
SALINE NASAL
SANTYL
SARNA
SAXENDA
SE-NATAL 19
SEASONIQUE
SEMGLEE
SENEXON-S
SENNA
SENNA S
SENNA TAB
SENNA-PLUS
SENNA-S
SENNA-TIME
SENNOSIDES DOCUSATE SODIUM TAB 8.6 50 MG
SENNOSIDES TAB 8.6 MG
SERTRALINE
