RXNAME
FIRST GENERATION CEPHALOSPORINS
FISH OIL
FISH OIL/DHA
FLONASE
FLONASE ALGY
FLORASTOR
FLORASTOR CAP
FLOVENT DISK
FLOVENT HFA
FLOWFLEX
FLUCONAZOLE
FLUOCIN ACET
FLUOCINONIDE
FLUORIDE
FLUORIDEX
FLUOROURACIL
FLUOROURACIL CREAM 5.5%
FLUOXETINE
FLUOXETINE CAP
FLUOXETINE HCL CAP
FLUTIC/SALME
FLUTIC/VILAN
FLUTICAS HFA
FLUTICASONE
FLUTICASONE FUROATE NASAL SUSP
FLUTICASONE FUROATE-VILANTEROL AERO POWD BA
FLUTICASONE PROPIONATE
FLUTICASONE PROPIONATE NASAL SUSP
FLUTICASONE PROPIONATE NASAL SUSP 50 MCG/ACT
FOCALIN XR
FOLBIC
FOLIC ACID
FOOT CARE PRODUCTS   POWDER
FOSAMAX
FREESTY LIBR
FREESTYLE
FUNCTIONAL BOWEL DISORDER AGENTS
FUROSEMIDE
FUROSEMIDE TAB
FUSION PLUS
FYAVOLV
GABAPENTIN
GABAPENTIN CAP
GASTROINTESTINAL AGENTS
GAVILAX
GAVILYTE-C
GAVILYTE-G
GEMFIBROZIL
GENITOURINARY TRACT AGENTS
GENTAMICIN
GENTEAL TEAR
GERI-KOT
GG/CODEINE
GLIMEPIRIDE
GLIPIZIDE
GLIPIZIDE ER
GLIPIZIDE TAB ER 24HR
GLIPIZIDE XL
GLP-1 RECEPTOR AGONISTS
GLUCERNA DIABETES NUTRITION SHAKE CHOCOLATE
GLUCOCARD
GLUCOCORTICOIDS
GLUCOSE
GLUMETZA
GOLYTELY
GRALISE
GROUP I ANTIARRHYTHMICS
GROUP II ANTIARRHYTHMICS
GROUP III ANTIARRHYTHMICS
GROUP V ANTIARRHYTHMICS
GUAIASORB DM
GUAIATUSS AC
GUAIFENESIN
GUAIFENESIN TAB ER 12HR 600 MG
GUANFACINE
H TES 5MG/ML
H2 ANTAGONISTS
HAILEY
HAILEY 24
HAILEY FE
HC VALERATE
HEALTHYLAX
HIBICLENS
HMG-COA REDUCTASE INHIBITORS (STATINS)
HORIZANT
HORMONES/HORMONE MODIFIERS
HUMALOG
HUMALOG JR
HUMALOG KWIK
HUMIRA
HUMIRA PEN
HUMULIN
HYD POL/CPM
HYDRALAZINE
HYDROCHLOROT
HYDROCO/APAP
HYDROCOD/HOM
HYDROCODONE/APAP
HYDROCORT
HYDROCORTISO
HYDROCORTISONE
HYDROMORPHON
HYDROQUINONE
HYDROXYCHLOR
HYDROXYZ HCL
HYDROXYZ PAM
HYDROXYZINE HCL
IBU
IBUPROFEN
IBUPROFEN SUSP 100 MG/5ML
ICOSAPENT
ID NOW
IMIQUIMOD
IMITREX
IMMUNOLOGIC AGENTS
IMVEXXY MAIN
INDOMETHACIN
INHALED CORTICOSTEROIDS
INSULIN
INSULIN ASPA
INSULIN GLAR
INSULIN LISP
INSULIN SYRG
INTEGRA
INTRAROSA
IPRATROPIUM
IPRATROPIUM/
IRBESARTAN
IRON
IRON 100/C
IRON PRODUCTS
ISIBLOOM
ISOSORB MONO
IVER/NIAC CERAVE 1.2/4%
IVERMECTIN
JAIMIESS
JANTOVEN
JANUMET
JANUMET XR
JANUMET XR TAB 50-1000
JANUVIA
JARDIANCE
JARDIANCE TAB
JENCYCLA
JOLESSA
JORNAY PM
JUNEL 1.5/30
JUNEL 1/20
JUNEL FE
K 100
KELNOR
KELNOR 1/50
KERASAL
KETOCONAZOLE
KETOPROFEN
KETOPROFEN10% CYCLOBENAZPRINE HC
KETOROLAC
KETOTIF FUM
KETOTIFEN FUMARATE OPHTH SOLN 0.025% (BASE EQUIV)
KLOR-CON
KLOR-CON 10
KLOR-CON M10
KLOR-CON M20
KRISTALOSE
KURVELO
L-METHYLFOLA
LABETALOL
LACTINEX
LACTULOSE
LAMICTAL
LAMICTAL XR
LAMOTRIGINE
LANCETS
LANSOPRAZOLE
LANTUS
LANTUS INJ SOLOSTAR
LANTUS SOLOS
LARIN
LARIN 24
LARIN FE
LARISSIA
LATANOPROST
LATANOPROST OPHTH SOLN 0.005%
LAYOLIS FE
LEVEMIR
LEVEMIR FLEXTOUCH
LEVETIRACETA
LEVOCETIRIZI
LEVOCETIRIZINE
LEVOFLOXACIN
LEVONOR/ETHI
LEVORA-28
LEVOTHYROXIN
LEVOTHYROXINE
LEVOTHYROXINE SODIUM
LEVOTHYROXINE SODIUM TAB
LEVOXYL
LEXAPRO
LIDO KING
LIDOCAINE
LIDOCAINE PA
LIDOCAINE PATCH 4%
LILLOW
LINZESS
LIOTHYRONINE
LIPITOR
LISINOP/HCTZ
LISINOPRIL
LISINOPRIL & HYDROCHLOROTHIAZIDE
LISINOPRIL TAB
LITHIUM CARB
LO LOESTRIN
LO-ZUMANDIMINE
LOOP DIURETICS
LOPERAMIDE
LOPRESSOR
LORATADINE
LORATADINE & PSEUDOEPHEDRINE TAB ER 24HR 10 240 MG
LORATADINE TAB
LORATADINE TAB 10 MG
LORAZEPAM
LORYNA
LORYNA TAB
LOSARTAN
LOSARTAN POT
LOSARTAN POTASSIUM
LOSARTAN POTASSIUM TAB
LOSARTAN/HCT
LOTRISONE
LOVASTATIN
LOW-OGESTREL
LUMIGAN
LUTERA
LYLLANA
LYRICA
M-NATAL PLUS
M-PAP
MACROLIDES
MAG OXIDE
MAGNESIUM
MAGNESIUM CITRATE SOLN
MAGNESIUM OXIDE
MAGNESIUM-OX
MAPAP
MAPAP APAP
MAPAP TAB
MATZIM LA
MAXIMUM D3
MECLIZINE
MEDICATION DISPOSAL
MEDROXYPR AC
MELATONIN
MELOXICAM
MELOXICAM TAB
MEMANTINE
MEMANTINE HC
MENTHOL LIQUID 16%
MENTHOL METHYL SALICYLATE CREAM
METABOLIC AGENTS
METAMUCIL
METAMUCIL POW 28%
METANX
METFORMIN
METFORMIN ER
METFORMIN HCL
METFORMIN HCL ER
METFORMIN HCL SITAGLIPTIN PHOSPHATE EXTENDED RELEA
METFORMIN HCL TAB ER 24HR
METHOCARBAM
METHOCARBAMOL
METHOCARBAMOL TAB
METHOTREXATE
METHYLPHENID
METHYLPHENIDATE HCL ER
METHYLPHENIDATE HCL ER 24HR
METHYLPRED
METHYLPREDNISOLONE
METHYLPREDNISOLONE TAB THERAPY PACK
METOCLOPRAM
METOPROL SUC
METOPROL TAR
METOPROLOL ER SUCCINATE TAB
METOPROLOL SUCCINATE
METOPROLOL SUCCINATE ER 24HR
METOPROLOL SUCCINATE TAB ER 24HR
METRONIDAZOL
METRONIDAZOLE
MICARDIS
MICROGESTIN
MICROLET
MILI
MINERIN
MINIVELLE
MINOCYCLINE
MIRALAX
MIRTAZAPINE
MISCELLANEOUS AGENTS
MISCELLANEOUS ANTIBIOTICS
MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS
MISCELLANEOUS ANTINEOPLASTICS
"MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOT"
MISCELLANEOUS CARDIOVASCULAR AGENTS
MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS
MISCELLANEOUS GI AGENTS
MITIGARE
MOMETASONE
MONO-LINYAH
MONTELUKAST
MONTELUKAST SODIUM
MORPHINE SUL
MOUTH AND THROAT PRODUCTS
MOXIFLOXACIN
MTOR INHIBITORS
MUCINEX
MUCINEX D
MUCINEX DM
MUCUS DM
MUCUS RELIEF
MULTI-VIT/
MULTIGEN
MULTIVITAMIN
MULTIVITAMIN/MINERALS
MUPIROCIN
MYCOPHENOLAT
MYRBETRIQ
NABUMETONE
NAPROXEN
NAPROXEN DR
NAPROXEN SOD
NAPROXEN SODIUM TAB
NAPROXEN SODIUM TAB 220 MG
NAPROXEN TAB
NARCOTIC ANALGESIC COMBINATIONS
NARCOTIC ANALGESICS
NASAL DECONG
NASAL DECONG SPR 0.05%
NEBIVOLOL
NECON
NEO/POLY/DEX
NEO/POLY/HC
NEPHPLEX RX
NEXIUM
NIACIN ER
NIACINAMIDE
NIFEDIPINE
NIFEDIPINE .5% LIDOCAINE 3%
NIKKI
NITRO-TIME
NITROFUR MAC
NITROFURANTN
NITROGLYCER
NITROGLYCERN
NOHIST-LQ
NON-ASPIRIN
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
NORA-BE
NORETH/ETHIN
NORETHIN ACE
NORETHINDRON
NORETHINDRONE
NORGEST/ETHI
NORLYDA
NORTREL
NORTRIPTYLIN
NORVASC
NOVLIN 70/30
NOVOFINE
NOVOLIN
NOVOLOG
NP THYROID
NUTRACEUTICAL PRODUCTS
NUVARING
NYAMYC
NYSTATIN
NYSTOP
OCELLA
OFLOXACIN
OLANZAPINE
OLM MED/HCTZ
OLMESA MEDOX
OLOPATADINE
OMEGA 3
OMEGA 3 FISH OIL
OMEGA-3
OMEGA-3-ACID
OMEPRAZOLE
OMEPRAZOLE CAP
OMEPRAZOLE CAP DELAYED RELEASE
OMEPRAZOLE DELAYED RELEASE
OMEPRAZOLE DELAYED RELEASE TAB 20 MG
OMEPRAZOLE DR
OMNIPOD 5 G6
OMNIPOD DASH
ONDANSETRON
ONDANSETRON HCL
ONETOUCH
ONETOUCH DEL
ONEXTON
OPHTHALMIC ANTI-INFECTIVES
OPHTHALMIC ANTI-INFLAMMATORY AGENTS
OPHTHALMIC GLAUCOMA AGENTS
OPHTHALMIC STEROIDS
OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES
OPTICHAMBER
ORACEA
ORALYTE
OSELTAMIVIR
OTIC ANTI-INFECTIVES
OTIC PREPARATIONS
OTIC STEROIDS WITH ANTI-INFECTIVES
OXCARBAZEPIN
OXTELLAR XR
OXYBUTYNIN
OXYCOD/APAP
OXYCOD/APAP TAB
OXYCODONE
OXYCODONE HCL/ ACETAMINOPHEN
OXYCONTIN
OYSCO 500+D
OYST SHELL/D
OYSTER SHELL
OYSTERCAL-D
OZEMPIC
PACERONE
PAIN
PAIN RELIEF
PAIN RELIEVE
PANCREAZE
PANTOPRAZOLE
PANTOPRAZOLE SODIUM
PANTOPRAZOLE SODIUM DELAYED RELEASE
PAROXETIN ER
PAROXETINE
PAROXETINE HCL
PATADAY
PAXLOVID
PED ELCTRLYT
PEDIALYTE
PEG 3350
PEG-3350
PEG-3350/KCL
PEG3350
PEN NEEDLES
PENICILLINS
PENICILLN VK
PERMETHRIN
PHENOTHIAZINE ANTIEMETICS
PHENTERMINE
PHENYLEPHRINE W/ DM GG LIQD 10 18 200 MG/15ML
PHOSPHOROUS
PIMTREA
PIOGLITAZONE
PIROXICAM
PLAQUENIL
PLATELET AGGREGATION INHIBITORS
PLENVU
POLY-VI-SOL
POLYENES
POLYETH GLYC
POLYETHYLENE GLYCOL 3350 ORAL PACKET 17 GM
POLYETHYLENE GLYCOL 3350 ORAL POWDER 17 GM/SCOOP
POLYETHYLGLYCOL PROPYL GLYCOL OPHTH SOLN 0.4 0.3%
POLYMYXIN B/
POLYTUSSIN
POLYVINYL AL
PORTIA-28
POT CHLORIDE
POT CL MICRO
POTASSIUM CHLORIDE
POTASSIUM CHLORIDE ER
PRAMIPEXOLE
PRAVASTATIN
PRAVASTATIN SODIUM TAB
PRED SOD PHO
PREDNISOLONE
PREDNISONE
PREDNISONE TAB
PREGABALIN
PREGESTERONE DR 100MG
PRENATABS RX
PRENATAL
PRENATAL 1 PLUS
PRESERVISION
PREVDNT 5000
PREVIDENT
PROAIR HFA
PROAIR HFA AER
PROAIR RESPI
PROBIOTIC
PROCTO-MED
PROCTOZONE
PROGESTERONE
PROGESTERONE 30MG/ML
PROGESTERONE 75MG TROCHE
PROGESTERONE E4M 50 MG
PROGESTERONE E4M 50MG
PROGESTERONE I.R.
PROGESTERONE SL
PROGESTERONE SR
PROGESTERONE SR 200MG
PROMETH VC/
PROMETH/COD
PROMETHAZINE
PROPRANOLOL
PROSIGHT
PROTON PUMP INHIBITORS
PROVENTIL
PSE DEXCHLORPHEN CHLOPHEDI LIQD 30 1 12.5 MG/5ML
PSEUDOEPHEDR
PSEUDOEPHEDRINE HCL
PSYCHOTHERAPEUTIC AGENTS
PULMICORT
PYRIDOXINE HCL TAB 100 MG
QUDEXY XR
QUETIAPINE
QUETIAPINE FUMARATE
QUILLIVANT
RAMIPRIL
RANOLAZINE
REFRESH
REFRESH LACR
REFRESH OPTIVE LUB EYE DROPS
REFRESH P.M.
REFRESH PLUS
REFRESH TEAR
RENA-VITE RX
RESPIRATORY AGENTS
RESTASIS
RESTASIS MUL
RETIN-A
RISPERIDONE
RIZATRIPTAN
ROBAFEN
ROBAFEN DM
ROPINIROLE
ROSUVASTATIN
RYBELSUS
SACUBITRIL-VALSARTAN TAB
SALICYLIC AC
SALINE MIST
SALINE NASAL SPRAY
SANTYL
SARNA
SAXENDA
SE-NATAL 19
SELECT-OB+
SELECTIVE IMMUNOSUPPRESSANTS
SEMGLEE
SENEXON-S
SENNA
SENNA LAXATI
SENNA S
SENNA-PLUS
SENNOSIDES
SENNOSIDES DOCUSATE SODIUM TAB 8.6 50 MG
SENNOSIDES TAB 8.6 MG
SERTRALINE
SERTRALINE HCL TAB
SERTRALINE TAB
SEX HORMONES
SF
SF 5000 PLUS
SGLT-2 INHIBITORS
SHAROBEL
SILDENAFIL
SILVER SULFA
SIMPESSE
SIMVASTATIN
SIMVASTATIN TAB
SINUS RINSE
SITAGLIPTIN
SKELETAL MUSCLE RELAXANTS
SM ANTISEPTI
SM ASPIRIN
SM CLD/ALRGY
SM GENTLE
SM HYDROCORT
SM PAIN RLVR
SM TUSSIN DM
SMOKING CESSATION AGENTS
SMZ-TMP
SMZ-TMP DS
SMZ/TMP DS
SOD CHLORIDE
SOD FLUORIDE
SOD SUL/SULF
SODIUM BICAR
SODIUM CHLOR
SODIUM FLUOR
SOFTCLIX
SOLIFENACIN
SOLUBLE FIB
SOOLANTRA
SPIRIVA
SPIRIVA SPR
SPIRONOLACT
SPRINTEC 28
SRONYX
SSD
SSNRI ANTIDEPRESSANTS
SSRI ANTIDEPRESSANTS
STAHIST AD
STIMULANT
STOMACH RELF
STOOL SOFTEN
STOOL SOFTNR
SUCRALFATE
SUDOGEST
SUDOGEST 12
SULFAMETHOXAZOLE-TRIMETHOPRIM DS
SULINDAC
SUMATRIPTAN
SUTAB
SYEDA
SYMBICORT
SYNTHROID
SYNTHROID TAB
SYRINGE BARR
SYSTANE
SYSTANE COMP
T4 88MCG
TAB-A-VITE
TADALAFIL
TAMSULOSIN
TAMSULOSIN HCL
TAMSULOSIN HCL CAP
TAMSULOSIN HYDROCHLORIDE
TELMISARTAN
TERBINAFINE
TESTOST CYP
TESTOSTERONE
TESTOSTERONE (HRT) 20MG/ML
TESTOSTERONE 10MG/ML
TESTOSTERONE 20MG/GM
TESTOSTERONE 5% LIPODERM
TESTOSTERONE 50MG/ML
TESTOSTERONE VERSABASE 0.2%
TETRACYCLINES
THERA-M
THERATEARS
THIAMINE HCL
THIAZIDE AND THIAZIDE-LIKE DIURETICS
THIRD GENERATION CEPHALOSPORINS
THRIVITE RX
TIADYLT
TIMOLOL GEL
TIMOLOL MAL
TIMOPTIC OCU
TIROSINT
TIROSINT-SOL
TIZANIDINE
TOBRAMYCIN
TOBREX
TOPICAL AGENTS
TOPICAL ANESTHETICS
TOPICAL ANTIFUNGALS
TOPICAL STEROIDS
TOPIRAMATE
TOPROL XL
TORSEMIDE
TOUJEO MAX
TOUJEO SOLO
TRAMADOL
TRAMADOL HCL
TRAMADOL TAB
TRAMADOL-ACETAMINOPHEN TAB
TRAZODONE
TRELEGY
TRELEGY AER ELLIPTA
TRELEGY ELLIPTA
TRESIBA FLEX
TRETINOIN
TRI-ESTARYLL
TRI-LO
TRI-LO-
TRI-LUMA
TRI-SPRINTEC
TRIAMCINOLON
TRIAMCINOLONE
TRIAMT/HCTZ
TRICITRATES
TRICYCLIC ANTIDEPRESSANTS
TRIPHROCAPS
TRIPLE ANTIB
TROKENDI XR
TRUE METRIX
TRULICITY
TRULICITY INJ 1.5/0.5
TRUPLUS LANC
TUSSIN COUGH AND CHEST CONGESTION
TWYNEO
TYLENOL CAP
TYLENOL CHLD
UNITHROID
UREA
UREA 20 INTN
URINARY ANTI-INFECTIVES
URINARY ANTISPASMODICS
VAGIFEM
VALACYCLOVIR
VALSARTAN
VALVD HOLDNG
VANDAZOLE
VANICREAM
VASCEPA
VASOPRESSORS
VENLAFAXINE
VENLAFAXINE ER 24 HR
VENLAFAXINE HCL
VENTOLIN HFA
VENTOLIN HFA AER
VERAPAMIL
VERAPAMIL HCL SR
VESICARE
VICTOZA
VIENVA
VIORELE
VISTARIL
VIT D2
VITAFOL
VITAMIN A&D
VITAMIN B
VITAMIN B COMPLEX/VITAMIN C
VITAMIN B-1
VITAMIN B-12
VITAMIN B-6
VITAMIN B1
VITAMIN C
VITAMIN C TAB
VITAMIN D
VITAMIN D CAP 2000UNIT
VITAMIN D TAB 400UNIT
