RXNAME
DOCQLACE
DOCU
DOCUSATE CAL
DOCUSATE CALCIUM
DOCUSATE SOD
DOCUSATE SODIUM
DOCUSATE SODIUM CAP 100 MG
DOK
DOK PLUS
DONEPEZIL
DONEPEZIL HCL
DOPAMINERGIC ANTIPARKINSONISM AGENTS
DORZOL/TIMOL
DORZOLAMIDE
DOTTI
DOXAZOSIN
DOXEPIN HCL
DOXYCYC MONO
DOXYCYCL HYC
DOXYCYCLINE
DOXYCYCLINE HYCLATE
DROSPIR/ETHI
DROSPIRENONE
DSS/SENNA
DULAGLUTIDE
DULERA
DULOXETINE
EC-NAPROXEN
ED A-HIST
EFFER-K
EFFEXOR XR
ELINEST
ELIQUIS
ELIQUIS ST P
ELURYNG
EMPAGLIFLOZIN
EMTR/TENOFOV
ENALAPRIL
ENDOCET
ENEMA
ENOXAPARIN
ENSKYCE
ENSURE
ENSURE PLUS
ENTRESTO
EPIDUO FORTE
EPINASTINE
EPINEPHRINE
ERENUMAB-AOOE SUBCUTANEOUS AUTO-INJECTOR
ERGOCALCIFEROL
ERRIN
ERYTHROMYCIN
ESCITALOPRAM
ESOMEPRA MAG
ESOMEPRAZOLE MAG
ESTARYLLA
ESTRACE VAG
ESTRADIOL
ESTRADIOL VAG LOW DOSE LACTOSE FREE 10 MCG
ESTRING
ESTRIOL 1MG/ML
ESTROGENS/CONJUGATED
ESZOPICLONE
ETODOLAC
ETONOGESTREL
EUCERIN
EUCERIN CRE
EUTHYROX
EZETIMIBE
FALMINA
FAMOTIDINE
FAMOTIDINE TAB 20 MG
FARXIGA
FELODIPINE
FENOFIBRATE
FENOFIBRATE NANOCRYSTALLIZED
FENOFIBRATE NANOCRYSTALLLIZED
FEROCON
FEROSUL
FERROUS SULF
FERROUS SULF TAB ER 142 MG (45 MG FE EQUIVALENT)
FERROUS SULFATE
FERROUS SULFATE TAB 325 MG (65 MG ELEMENTAL FE)
FEXOFENADINE
FEXOFENADINE HCL TAB 180 MG
FEXOFENADINE PSEUDOEPHEDRINE TAB ER 12HR 60 120 MG
FIASP FLEX
FIBER
FIBER-LAX
FINASTERIDE
FIRST GENERATION CEPHALOSPORINS
FISH OIL
FLECAINIDE
FLEET
FLOMAX
FLONASE ALGY
FLORASTOR
FLOVENT DISK
FLOVENT HFA
FLUAD QUADRI
FLUAD QUADRI 20-21
FLUBLOK QUAD
FLUCONAZOLE
FLUNISOLIDE
FLUOCIN ACET
FLUOCINONIDE
FLUORIDE
FLUOROURACIL
FLUOXETINE
FLURBIPROFEN
FLUROURACIL 5%/ CALCIPOTRIENE 0.005%
FLUTIC/SALME
FLUTICASONE
FLUTICASONE 50MCG SPR
FLUTICASONE PROPIONATE
FLUTICASONE PROPIONATE NASAL SUSP
FLUTICASONE-SALMETEROL AEROSOL
FLUTICASONE-UMECLIDINIUM-VILANTEROL
FLUZONE HD
FOCALIN
FOCALIN XR
FOLBEE
FOLIC ACID
FOLTANX
FORFIVO XL
FREESTYLE
FUNCTIONAL BOWEL DISORDER AGENTS
FUROSEMIDE
GABAPENTIN
GASTROINTESTINAL AGENTS
GAVILAX
GAVILYTE-C
GAVILYTE-G
GEMFIBROZIL
GENERLAC
GENITOURINARY TRACT AGENTS
GENTAMICIN
GENTEAL TEAR
GERI-LANTA
GG/CODEINE
GIANVI
GLIMEPIRIDE
GLIPIZIDE
GLIPIZIDE ER
GLIPIZIDE ER 24
GLIPIZIDE TAB
GLIPIZIDE XL
GLOBAL 30G
GLUCERNA SHK
GLUCOCORTICOIDS
GLUCOPHAGE
GLUCOS/CHOND
GLUCOSA CHOND
GLUCOSE
GLYBURID MCR
GLYBURIDE
GOLYTELY
GRALISE
GROUP II ANTIARRHYTHMICS
GROUP III ANTIARRHYTHMICS
GUAIATUSS AC
GUAIFENESIN
GUAIFENESIN ER 12 HR
GUAIFENESIN LIQUID
GUAIFENESIN TAB ER 12HR 600 MG
GUANFACINE
H2 ANTAGONISTS
HAILEY
HAILEY 24
HALOPER DEC
HALOPERIDOL
HC VALERATE
HEARTBURN
HEATHER
HIBICLENS
HISTEX PD
HORMONES/HORMONE MODIFIERS
HUMALOG
HUMALOG KWIK
HUMALOG KWIK PEN
HUMALOG KWIKPEN
HUMIRA
HUMIRA PEN
HUMULIN
HUMULIN N
HUMULIN R
HYD POL/CPM
HYDRALAZINE
HYDRALAZINE HCL
HYDROCHLOROT
HYDROCHLOROTHIAZIDE
HYDROCO/APAP
HYDROCOD/HOM
HYDROCODONE-ACETAMINOPHEN
HYDROCORT
HYDROCORT AC
HYDROCORTISO
HYDROCORTISONE
HYDROMET
HYDROMORPHON
HYDROPHOR
HYDROQUINONE
HYDROXYCHLOR
HYDROXYCHLOR TAB
HYDROXYCHLOROQUINE
HYDROXYCHLOROQUINE SULFATE
HYDROXYZ HCL
HYDROXYZ PAM
HYDROXYZINE HCL
HYOSCYAMINE
HYPERSAL
HYZAAR
IBANDRONATE
IBU
IBUPROFEN
IBUPROFEN CH SUS
IBUPROFEN TAB 200 MG
IMIQUIMOD
IMITREX
IMMUNOLOGIC AGENTS
IMVEXXY MAIN
IMVEXXY STRT
INCRUSE ELPT
INDOMETHACIN
INHALED CORTICOSTEROIDS
INS ASP PROT
INSULIN
INSULIN ASPA
INSULIN GLARGINE
INSULIN LISP
"INSULIN PEN NEEDLE 31 G X 8 MM (1/3"" OR 5/16"")"
INSULIN SYRG
"INSULIN SYRINGE/NEEDLE U 100 0.3 ML 31 X 15/64"""
"INSULIN SYRINGE/NEEDLE U 100 1 ML 31 X 15/64"""
"INSULIN SYRINGE/NEEDLE U 100 1/2 ML 29 X 1/2"""
INTEGRA
INTROVALE
INVELTYS
INVOKANA
IODOSORB
IPRATROPIUM
IPRATROPIUM/
IRBESARTAN
IRON
IRON PRODUCTS
ISIBLOOM
ISOSORB DIN
ISOSORB MONO
JANTOVEN
JANUMET
JANUMET 50-1000
JANUMET TAB
JANUMET XR
JANUVIA
JARDIANCE
JARDIANCE TAB
JENCYCLA
JOLESSA
JORNAY PM
JUNEL 1/20
JUNEL FE
JUNEL FE 24
JUVEN
K CITRATE
K-TAB
K-TAB CR
KARIVA
KETOCONAZOLE
KETOPROFEN
KETOROLAC
KETOTIF FUM
KLOR-CON
KLOR-CON M10
KLOR-CON M20
KURVELO
L-METHYL-
LABETALOL
LACTULOSE
LAMOTRIGINE
LANCETS
LANSOPRAZOLE
LANTUS
LANTUS SOLOS
LARIN 24
LARIN FE
LATANOPROST
LATUDA
LDR ONE DAILY W/ IRON
LEFLUNOMIDE
LESSINA
LETROZOLE
LEVALBUTEROL
LEVEMIR
LEVETIRACETA
LEVOCETIRIZI
LEVOFLOXACIN
LEVONOR/ETHI
LEVONORGESTR
LEVONORGESTREL-ETHINYL ESTRADIOL 0.1MG-20MCG
LEVOTHYROXIN
LEVOTHYROXINE
LEVOTHYROXINE SODIUM
LEVOXYL
LEXAPRO
LIDO/PRILOCN
LIDOCAINE
LIDOCAINE TOP
LINZESS
LIOTHYRONINE
LIOTHYRONINE A SL.R VEG 30 MCG
LISINOP/HCTZ
LISINOPRIL
LISINOPRIL TAB
LISINOPRIL TAB 20 MG
LITHIUM CARB
LIVALO
LO LOESTRIN
LOPERAMIDE
LORATADINE
LORATADINE & PSEUDOEPHEDRINE TAB ER 24HR 10 240 MG
LORATADINE ALLERGY
LORATADINE SYRUP 5 MG/5ML
LORATADINE TAB
LORATADINE TAB 10 MG
LORATADINE-D
LORAZEPAM
LORCET HD
LORYNA
LOSARTAN
LOSARTAN POT
LOSARTAN POTASSIUM
LOSARTAN POTASSIUM & HYDROCHLOROTHIAZIDE
LOSARTAN TAB
LOSARTAN/HCT
LOTEMAX
LOTEMAX SM
LOTEPREDNOL
LOVASTATIN
LOW-OGESTREL
LUBRICNT EYE
LUMIGAN
LYRICA
M-DRYL
M-NATAL PLUS
M-PAP
MAG CITRATE
MAG OXIDE
MAG-OXIDE
MAGNESIUM
MAGNESIUM OXIDE
MAGNESIUM OXIDE TAB 400 MG
MAGNESIUM TAB 250 MG
MAGNESIUM-OX
MAPAP
MAPAP APAP
MARLISSA
MATZIM LA
MECLIZINE
MEDROXYPR AC
MELATONIN
MELATONIN TAB 5 MG
MELOXICAM
MEMANTINE
MEMANTINE HC
MESALAMINE
METABOLIC AGENTS
METAXALONE
METFORMIN
METFORMIN 24 HR SUSTAINED RELEASE
METFORMIN ER
METFORMIN HCL
METFORMIN HCL ER
METFORMIN HCL ER 24HR
METFORMIN HCL TAB
METFORMIN SR 24HR
METFORMIN TAB
METFORMIN/ SITAGLIPTIN
METHIMAZOLE
METHOCARBAM
METHOCARBAMOL
METHOTREXATE
METHYLPHENID
METHYLPRED
METHYLPREDNISOLONE
METOCLOPRAM
METOCLOPRAMIDE HCL
METOPROL SUC
METOPROL SUCCINATE ER 24 HR
METOPROL TAR
METOPROLOL
METOPROLOL ER
METOPROLOL SUCC ER
METOPROLOL SUCCINATE ER 24HR
METOPROLOL TARTRATE
METRONIDAZOL
METRONIDAZOLE
MIBELAS 24
MICARDIS
MICROGESTIN
MICROLET
MILI
MINERIN
MINIVELLE
MINOCYCLINE
MINTOX REGUL
MIRALAX
MIRTAZAPINE
MIRVASO
MISCELLANEOUS AGENTS
MISCELLANEOUS ANTIBIOTICS
MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS
MISCELLANEOUS ANTINEOPLASTICS
"MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOT"
MISCELLANEOUS CARDIOVASCULAR AGENTS
MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS
MISCELLANEOUS GENITOURINARY TRACT AGENTS
MITIGARE
MODAFINIL
MOMETASONE
MONO-LINYAH
MONTELUKAST
MONTELUKAST SODIUM
MONTELUKAST TAB
MORPHINE SUL
MOVIPREP
MOXIFLOXACIN
MUCINEX
MUCINEX D
MUCINEX DM
MULTI-VIT/
MULTI-VITAMN
MULTI-VITE
MULTIKINASE INHIBITORS
MULTIPLE VITAMINS W/ MINERALS TAB
MULTIVIT/FL
MULTIVITAMIN
MULTIVITAMIN/MINERALS SEN
MUPIROCIN
MUSCLE RUB
MY WAY
MYCOPHENOLAT
MYCOPHENOLATE MOFETIL
MYORISAN
MYRBETRIQ
NABUMETONE
NADOLOL
NALTREXONE
NAPRELAN
NAPROXEN
NAPROXEN DR
NAPROXEN SOD
NARCOTIC ANALGESIC COMBINATIONS
NARCOTIC ANALGESICS
NASAL DECONG
NASCOBAL
NATROBA
NATURL FIBER
"NEBULIZER W/MASK 7"" HOSE"
NECON
NEEDLES & SYRINGES
NEO/POLY/DEX
NEO/POLY/HC
NEOMY-POLYMYX B SULF-HC
NEPHRO-VITE
NESINA
NEURONTIN
NEXIUM
NIACIN
NIACIN ER
NIACIN ER 24 H
NIACIN TR
NIFEDIPINE
NIFEDIPINE ER OSMOTIC 30 MG TAB
NINJACOF-D
NITRO-BID
NITROFUR MAC
NITROFURANTN
NITROGLYCER
NITROGLYCER SUB
NITROGLYCERN
NITROGLYCRN
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
NORA-BE
NORETH/ETHIN
NORETHIN ACE
NORETHINDRON
NORGEST/ETHI
NORLYDA
NORML SALINE FLUSH
NORTREL
NORTRIPTYLIN
NORTRIPTYLINE HCL
NOVLIN 70/30
NOVLIN N
NOVLIN R
NOVOFINE
NOVOFINE AUT
NOVOLIN
NOVOLIN N
NOVOLIN R
NOVOLOG
NOVOLOG EQ U-100 SUBQ PEN
NOVOLOG MIX
NOVOLOG PEN
NP THYROID
NUTRACEUTICAL PRODUCTS
NUVARING
NYAMYC
NYSTATIN
NYSTOP
OCELLA
OFLOXACIN
OLANZAPINE
OLM MED/HCTZ
OLMESA MEDOX
OLMESARTAN MEDOXOMIL
OLOPATADINE
OMEGA 3
OMEGA 3 FATTY ACIDS CAP 1200 MG
OMEGA-3-ACID
OMEGA-3-ACID ETHYL ESTERS
OMEPRAZOLE
OMEPRAZOLE CAP
OMEPRAZOLE CAP DELAYED RELEASE
OMEPRAZOLE CPDR
OMEPRAZOLE DELAYED RELEASE
OMEPRAZOLE DELAYED RELEASE TAB 20 MG
OMEPRAZOLE DR
OMNIPOD
ONDANSETRON
ONDANSETRON ORALLY DISINTEGRATING
ONE-DAILY
ONETOUCH
ONETOUCH DEL
OPHTHALMIC ANTI-INFECTIVES
OPHTHALMIC ANTI-INFLAMMATORY AGENTS
OPHTHALMIC PREPARATIONS
ORACEA
OS 1004 DEXAMETHASAONE PHOS/MOXIFLOXACIN 0.1% 0.5%
OSELTAMIVIR
OTIC PREPARATIONS
OTIC STEROIDS WITH ANTI-INFECTIVES
OXCARBAZEPIN
OXYBUTYNIN
OXYCOD/APAP
OXYCODONE
OXYCODONE HCL
OXYCODONE HCL TAB
OXYCODONE W/ ACETAMINOPHEN
OXYCONTIN
OYSCO 500+D
OYST SHELL/D
OYSTER SHELL
OYSTER SHELL CALCIUM
OZEMPIC
PACERONE
PAIN
PAIN & FEVER
PANTOPRAZOLE
PANTOPRAZOLE SOD DR
PANTOPRAZOLE SODIUM
PAROXETIN ER
PAROXETINE
PAROXETINE HCL
PAZEO
PED ELCTRLYT
PEG 3350
PEG-3350
PEG-3350/KCL
PEG3350
PEN NEEDLES
PENICILLN VK
PENTASA
PEPCID AC
PERIOGARD
PERMETHRIN
PHARBETOL
PHENAZOPYRID
PHENOTHIAZINE ANTIEMETICS
PHENTERMINE
PHENYLEPHRINE W/ DM GG LIQD 10 18 200 MG/15ML
PHENYTOIN
PHENYTOIN EX
PHILITH
PIOGLITAZONE
PIOGLITAZONE HCL
PIRMELLA
PIROXICAM
PLATELET AGGREGATION INHIBITORS
PLAVIX
PLENVU
PNV & MIN W/FE FUM FA DHA CAP 27 0.8 250 MG
POLY HIST FO
POLY-VI-SOL
POLYENES
POLYETH GLYC
POLYETHYLEN GLYC PROPYLENE GLYC OPTH SOLN 0.4 0.3%
POLYMYXIN B/
POLYTUSSIN
POLYVINYL ALCOHOL
PORTIA-28
POT CHLORIDE
POT CITRATE
POT CL MICRO
POT CL MICRO ER 20MEQ TAB
POTASSIUM CHLORIDE
POTASSIUM CHLORIDE 10 MEQ
POTASSIUM CL ER
POTASSIUM SPARING DIURETICS WITH THIAZIDES
POVIDONE-IOD
PRADAXA
PRAMIPEXOLE
PRAVASTATIN
PRAVASTATIN SODIUM
PRAZOSIN HCL
PREDNISOLONE
PREDNISONE
PREGABALIN
PREGABALIN CAP
PREGNENOLONE/TESTOSTERONE POLYGLYCOL 2MG 75MG 1.5M
PREMARIN
PREMARIN VAG
PRENATAL
PRENATAL TAB
PRENATAL VIT
PRENATAL VIT W/ FE FUMARATE FA TAB 28 0.8 MG
PREPARATION
PREPLUS
PRESERVISION
PREVDNT 5000
PREVIDENT
PREVIFEM
PRIMIDONE
PROAIR HFA
PROAIR RESPI
PROBIOTIC
PROBIOTIC PRODUCT   CAP
PROCARE ARM
PROCHLORPER
PROCTO-MED
PROCTOZONE
PROGESTERONE
PROLENSA
PROMETH/COD
PROMETHAZINE
PROPRANOLOL
PROPRANOLOL HCL
PRORENAL +D
PROTON PUMP INHIBITORS
PROTOPIC
PROVENTIL
PROZAC
PSEUDOEPHEDR
PSYCHOTHERAPEUTIC AGENTS
PSYLLIUM POWDER 48.57%
PULMICORT
Q-PAP
QNASL
QUETIAPINE
QUETIAPINE FUMARATE
QUETIAPINE FUMARATE ER 24HR
QUILLICHEW
QUILLIVANT
QUINAPRIL
QVAR REDIHA
QVAR REDIHAL
RALOXIFENE
RAMIPRIL
RANEXA
RANITIDINE
RANOLAZINE
REFRESH
REFRESH LIQU
REFRESH PLUS
REFRESH TEAR
REGULOID
RENA-VITE RX
REPATHA PUSH
REPATHA SURE
RESPIRATORY AGENTS
RESTASIS
RESTASIS MUL
RETIN-A
RISPERIDONE
RITALIN
RITALIN LA
RIVAROXABAN
RIZATRIPTAN
ROBAFEN
ROBAFEN DM
ROPINIROLE
ROSUVASTATIN
ROSUVASTATIN TAB
RYBELSUS
RYNEX DM
RYNEX PE
SACCHAROMYCES BOULARDII CAP 250 MG
SANTYL
SARNA
SAXENDA
SEASONIQUE
SENEXON-S
SENNA
SENNA S
SENNA S TAB
SENNA-S
SENNA-TABS
SENNA/DSS
SENNOSIDES DOCUSATE SODIUM TAB 8.6 50 MG
SENNOSIDES TAB 8.6 MG
SEROQUEL
SEROQUEL XR
SERTRALINE
SERTRALINE HCL
SEX HORMONES
SF
SF 5000 PLUS
SHAROBEL
SHARPS CONT
SHINGRIX
SILDENAFIL
SILENOR
SILTUSSIN-DM
SILVADENE
SILVER SULFA
SIMPESSE
SIMVASTATIN
SIMVASTATIN TAB
SINUS 12 HR
SKELAXIN
SKELETAL MUSCLE RELAXANTS
SLOW-MAG
SM ALCOHOL
SM ASPIRIN
SM CLEARLAX
SM FEXOFENADINE HCL
SM LORATADIN
SM MUCUS REL
SM MULTIPLE
SM MUSCLE
SM PAIN RLVR
SM SENNA LAX
SMOKING CESSATION AGENTS
SMZ-TMP
SMZ-TMP DS
SMZ/TMP DS
SOD CHLORIDE
SOD FLUORIDE
SOD SUL/SULF
SODIUM BICAR
SODIUM CHLOR
SODIUM SULFA
SOFTCLIX
SOLIFENACIN
SOOLANTRA
SOTALOL AF
SOTALOL HCL
SPIRIVA
SPIRONOLACT
SPIRONOLACTONE
SPRINTEC 28
SSD
STEGLATRO
STIMULANT
STIOLTO
STOOL SOFTNR
STRATTERA
SUCRALFATE
SUDOGEST
SULFACETAMID
SULFAMETHOXAZOLE-TRIMETHOPRIM
SULFASALAZIN
SULFATRIM PD
SULINDAC
SUMATRIPTAN
SUPHEDRINE
SURE COMFORT
SYEDA
SYMBICORT
SYNJARDY
SYNJARDY XR
SYNTHROID
SYNTHROID TAB
SYSTANE
SYSTANE PF
SYSTANE ULTR
T:SLIM T:LOC
T:SLIM X2
TAB-A-VITE
TABLET CUTTER
TACROLIMUS
TACTINAL
TADALAFIL
TAMIFLU
TAMOXIFEN
TAMSULOSIN
TAMSULOSIN HCL
TAMSULOSIN HYDROCHLORIDE
TARINA FE
TAYTULLA
TEGRETOL
TEGRETOL-XR
